Store,Year,Sum_Dairy,Sum_Frozen_Food,Sum_Meat,Sum_Floral,Sum_Deli,Sum_Bakery,Sum_General_Merchandise,Sum_Dry_Grocery,Sum_Produce,Total_sales,Perc_Dairy,perc_frozen,perc_meat,perc_flora,perc_Deli,perc_Bakery,perc_Genneral,perc_Produce,perc_Dry_groce,Total_sales...,Cluster
S0001,2015,2423389.38,1814872.88,2531382.34,159142.23,1023812.9,835599.06,1590570.68,10845787.65,2284388.7,23508945.82,10.3083711135117,7.71992455083212,10.7677407544427,0.676943284562812,4.35499280928625,3.55438762077167,6.76581030973681,9.71710393775539,46.1347256191005,100,1
S0002,2015,1844188.83,1366677.52,1991807.66,128935.92,689786.42,514864.68,1111992.45,7931072.94,1755293.15,17334619.57,10.6387614827823,7.88409295330154,11.4903453863337,0.743805882092398,3.97924175500092,2.97015275080537,6.41486503646414,10.1259398448973,45.7527949083223,100,1
S0003,2015,3095321.58,2087437.15,3468989.12,291259.69,1262874.27,1091930.44,2408831.27,12741875.44,3792143.03,30240661.99,10.2356277155029,6.90274951881105,11.4712737477345,0.963139266251227,4.17608010835744,3.6108020398531,7.96553749648918,12.5398810093972,42.1349090976034,100,2
S0004,2015,2710746.38,2240847.44,3565375.84,170822.64,1166388.77,962155.820000001,1606208.31,12688533.89,2802811.88,27913890.97,9.71110184142128,8.02771438209139,12.7727655160358,0.611962840234595,4.1785244889491,3.44687102573433,5.75415412966342,10.0409215003823,45.4559842754878,100,1
S0005,2015,2957003.74,2402445.89,2834435.52,247017.36,984736.25,629055.94,1874796.88,12248085.57,3648309.02,27825886.17,10.6268088711872,8.63385221704154,10.1863261521421,0.887725043115851,3.53892143446514,2.26068609695603,6.73759990444179,13.1112051480084,44.016875132642,100,2
S0006,2015,3414385.76,2577624.88,3702008.49,286180.46,1603464.11,1226324.72,2369201.12,15921985.74,3524245.59,34625420.87,9.86092204573974,7.44431349925711,10.6915913135008,0.826503917669203,4.63088698912904,3.54168899377193,6.84237493861833,10.1782028967436,45.9835154055703,100,1
S0007,2015,3152200.12,2752056.93,3553409,241915.18,1428888.69,931336.009999999,1966428.99,13644163.44,3192688.95,30863087.31,10.21349578005,8.91698520746595,11.513459312441,0.78383337859274,4.62976589363121,3.0176372202992,6.37145911634982,10.344684308253,44.208679782917,100,1
S0008,2015,3173008.04,2343931.3,3118893.04,229334.44,951990.47,653608.200000001,2598245.71,12503176.41,3609692.16,29181879.77,10.8732133262435,8.03214638150091,10.6877729076464,0.785879599969306,3.26226575362249,2.23977415146482,8.90362694411168,12.3696355013802,42.8456854340607,100,2
S0009,2015,4083162.02,3134343.14,4837013.88,296476.2,1798155.15,1047732.42,3280983.51,17990212.13,4210541.86,40678620.31,10.0376118680609,7.70513630038108,11.8908012197526,0.728825603574164,4.42039365223496,2.57563410955321,8.06562141241903,10.3507489386628,44.2252268953612,100,3
S0010,2015,2495117.23,1743731.4,2325539.02,225352.37,805192.95,825864.13,1279248.61,9364058.9,2639823.51,21703928.12,11.4961550563779,8.03417423039273,10.71483008579,1.03830223153172,3.70989502705744,3.80513668048399,5.89408794079622,12.1628835822001,43.1445351653699,100,2
S0011,2015,2104841.34,1609834.78,2719787.7,176845.1,1091045.18,726534.57,1598547.88,10163008.45,2205228.62,22395673.62,9.39842835591385,7.18815074426861,12.1442549402539,0.789639566108304,4.87167833623751,3.24408447063268,7.13775306393306,9.84667243065493,45.3793380919971,100,1
S0012,2015,4784134.92,3657381.26,5626478.83,335699.97,2216645.21,914460.49,4091856.84,22920867.6,4639016.01,49186541.13,9.72651219234045,7.43573582524038,11.4390617854775,0.682503713999212,4.50660924528401,1.8591681158939,8.31905790892111,9.43147434933285,46.5998768635106,100,3
S0013,2015,3553516.21,2951489.37,4467174.88,309895.27,1812614.94,1342741.95,3650467.09,17451783.56,3629467.14,39169150.41,9.07223203159591,7.53523969528446,11.4048296509886,0.791171794016964,4.62765957654582,3.42805992967668,9.31975049698301,9.26613700325086,44.5549198216577,100,3
S0014,2015,3029633.62,2391810.25,3058413.55,330321.91,1082305.37,636768.63,3377451.51,13770222.43,3311035.35,30987962.62,9.77680803721068,7.71851405440995,9.86968258450804,1.0659684666936,3.49266385554973,2.05489027403506,10.8992370728502,10.6849081709651,44.4373274837776,100,3
S0015,2015,3689264.26,2908692.42,3735002.13,287081.34,1306527.72,937785.14,3834916.56,16733288.07,3921200.02,37353757.66,9.87655457204676,7.78688036281488,9.99899973651004,0.768547417941353,3.49771429126951,2.5105510094483,10.2664813401266,10.4974713807682,44.7967998890744,100,3
S0016,2015,2135270.92,1823002.86,2570843.14,145993.89,1075451.66,670693.26,1720661.82,11144879.86,2065999.38,23352796.79,9.14353402378919,7.80635774118771,11.0087162711957,0.625166618426264,4.60523709288869,2.87200400890398,7.36811884021023,8.84690342907745,47.7239619743208,100,1
S0017,2015,3158295.28,2484711.41,3081529.14,422332.61,1288667.35,890682.47,2180252.8,13818627.34,4215854.25,31540952.65,10.0133160689425,7.87773101710674,9.76993045896475,1.33899763487328,4.08569571217437,2.82389209953048,6.91245069289307,13.3662869881643,43.8116993273505,100,2
S0018,2015,2399399.79,1918423.17,2575042.16,226217.15,1044561.79,848925.03,1624673.09,10994579.22,2646907.99,24278729.39,9.88272389158995,7.90166214707334,10.6061652512204,0.931750366199868,4.30237420262297,3.49657931584203,6.69175500868334,10.9021685092393,45.2848213075289,100,1
S0019,2015,1918345.51,1532868.24,2197008.49,113276.66,638836.560000001,385628.7,1529502.66,9500819.34,1865858.21,19682144.37,9.74662858851899,7.78811602630268,11.1624447453436,0.575530073708122,3.24576706679243,1.95928193976559,7.77101636512383,9.47995388573608,48.2712613087087,100,3
S0020,2015,2568277.53,1866647.95,2600090.68,201233.89,914548.27,705612.78,1501802.12,10997288.18,2615310,23970811.4,10.7141868797983,7.78717048351563,10.8469030798015,0.839495529133402,3.81525787650225,2.94363327225544,6.26512843032089,10.9103941304215,45.8778303182511,100,2
S0021,2015,2656706.22,1879698.39,1874153.33,194611.01,795313.459999999,612390.49,1100774.09,9410854.64999999,3217947.64,21742449.28,12.2189831779614,8.64529274413007,8.61978936165191,0.895073997845381,3.65788347834196,2.81656625761714,5.06278789396813,14.8002996284327,43.2833234600513,100,2
S0022,2015,2752887.18,2163727.82,3022688.81,246755.04,1229095.06,970143.130000001,2074377.15,13404375.38,2625382.14,28489431.71,9.66283640903133,7.59484373723227,10.6098599676139,0.866128333172006,4.31421403035069,3.40527371649703,7.28121631598526,9.21528434376763,47.0503431463499,100,1
S0023,2015,1921840.1,1491504.46,1938579.85,167752.48,678086.29,640114.98,1233253.09,7723456.22999999,1893525.06,17688112.54,10.8651507935284,8.43224203049988,10.959789212196,0.948391071238628,3.83357064506782,3.61889929494988,6.97221417610904,10.7050713054769,43.6646714709335,100,2
S0024,2015,2550573.86,2014391.25,2570942.73,132218.66,1008674.17,562929.26,1813070.15,11160900.76,2709800.59,24523501.43,10.4005289264274,8.21412576727629,10.4835874980517,0.53915082386341,4.11309197782855,2.29546853905356,7.39319446358521,11.0498111280515,45.5110408758624,100,3
S0025,2015,3278235.63,2493889.08,3286736.53,166116.52,1324244.75,961693.58,1838856.38,14470649.14,3498500.3,31318921.91,10.467268443724,7.96288290882616,10.4944114597717,0.530403059458313,4.22825777274656,3.07064714029296,5.87139105644904,11.1705642679959,46.2041738907353,100,1
S0026,2015,2236359.26,1664161.72,2119542.42,176843.89,799105.96,648571.84,1451771.86,9711806.15,2411984.05,21220147.15,10.5388489730619,7.84236654079942,9.98834930322337,0.833377302946743,3.76578896626549,3.05639652456416,6.84147875949107,11.3664812640095,45.7669123656383,100,2
S0027,2015,2762018.81,2061424.43,2638827.83,431558.24,789146.71,620490.05,1876040.56,11859562.08,3511115.94,26550184.65,10.4030116792427,7.76425647194134,9.93901874802968,1.62544345995726,2.97228332082429,2.3370460815232,7.06601699660872,13.2244501734567,44.6684730684161,100,2
S0028,2015,1787154.37,1366909.87,2062508.92,61139.8299999999,645670.38,521856.64,1007023.92,7841593.17,2017244.48,17311101.58,10.3237472308796,7.89614608685117,11.9143713094658,0.3531827811041,3.72980527562706,3.01457788568993,5.8172145507103,11.6528949395721,45.2980599401,100,1
S0029,2015,3341340.32,2451973.11,4420784.46,209019.35,1440562.53,598927.39,2981115.45,14829406.83,3333528.94,33606658.38,9.94249497292626,7.29609317973493,13.1544898335709,0.62195814780678,4.28653903554216,1.78216882865222,8.87060955686722,9.91925142424708,44.1263950206525,100,3
S0030,2015,2789061.75,1805115.79,2839990.86,211755.18,1225710.44,779454.599999999,1648698.92,11232100.21,2965450.25,25497338,10.9386389669384,7.07962450825259,11.1383818185255,0.830499168187674,4.80720944280537,3.05700383310603,6.46616097727536,11.6304307924223,44.0520504924867,100,1
S0031,2015,3014887.33,2274456.12,3304425.47,184062.48,1133312.67,595091.290000001,2842620.56,13344842.36,2575738.86,29269437.14,10.3004622725724,7.77075455575364,11.2896789036101,0.628855550312097,3.87200021845039,2.03314907339554,9.71190715558803,8.8000970011137,45.5930952692041,100,3
S0032,2015,2277093.41,1769568.5,2797084.07,157300.51,966854.670000001,567271.16,2458833.29,10839766.57,2331785.09,24165557.27,9.42288805740418,7.3226885696396,11.5746723270164,0.650928543639581,4.00096161324734,2.34743669952205,10.1749496712517,9.64920884690196,44.8562656713772,100,3
S0033,2015,3356605.45,2631936.7,3916347.08,296740.91,1345068.95,923256.25,2294605.79,14465006.19,3730920.43,32960487.75,10.1837250572847,7.98512667640969,11.881945163266,0.900292836230859,4.08085268701765,2.80110008384205,6.96168639069972,11.3193726327669,43.8858984724824,100,2
S0034,2015,3218941.92,2562510.4,3402503.03,362451.26,1372806.13,902119.1,2100665.64,13566943.93,3561114.71,31050056.12,10.3669439680227,8.25283661355263,10.9581219977518,1.16731273721125,4.42126778996623,2.90537027216168,6.76541656440652,11.4689477411482,43.693782315779,100,2
S0035,2015,1856416.79,1448285.37,2243507.61,132984.09,742343.57,537480.27,1262948.38,8525732.59,1615522.5,18365221.17,10.1083279793684,7.88602193566722,12.2160663856574,0.724108295614933,4.04211614512236,2.92662018619186,6.87684819207653,8.7966405906344,46.4232502896669,100,1
S0036,2015,1687871.64,1432261.65,1795257.75,103705.82,545124.18,283134.94,1416381.48,8814761.2,1748605.79,17827104.45,9.46800780089668,8.03417994221715,10.07038330333,0.581731151521918,3.05783915458015,1.58822730182635,7.94510114624924,9.80869212330217,49.4458380760763,100,3
S0037,2015,3060559.9,2410415.17,3383050.92,256331.63,1246123.74,635399.37,3225658.13,13507345.36,3562066.35,31286950.57,9.78222499873371,7.7042189350063,10.8129774821963,0.819292469640003,3.9828865303187,2.03087663841954,10.3099153839971,11.3851503106076,43.1724572510807,100,3
S0038,2015,2227430.86,1714191.72,2453893.95,155092.65,782759.5,593747.63,1411229.41,9122829.82,2171273.05,20632448.59,10.7957659522757,8.30823211565313,11.8933724191579,0.751692894439924,3.79382745865357,2.87773711108518,6.83985424145918,10.5235839581947,44.2159338490808,100,2
S0039,2015,2328789.52,1581216.99,2939723.13,147463.34,758905.04,1010486.17,1345626.92,9669474.43000001,1579637.47,21361323.01,10.9018974101455,7.40224277896914,13.7618963423933,0.690328683906736,3.55270616733209,4.73044749862616,6.29936132406248,7.39484848040785,45.2662713141568,100,1
S0040,2015,3677680.76,2788687.32,4769599.23,299539.75,1464123.59,700204.9,2709070.05,16073815.58,4543001.51,37025722.69,9.93277238851378,7.53175662052148,12.8818531644439,0.809004465646528,3.95434169444432,1.89113094661921,7.31672430186399,12.2698523619283,43.4125640560184,100,3
S0041,2015,2674726.45,2087500.74,2595859.27,172803.28,1261126.41,705443.21,1693623.67,11674107.53,2402327.77,25267518.33,10.5856317785839,8.26159780607153,10.2735030646755,0.683894942681535,4.99109724005888,2.79189748983948,6.70277012518942,9.50757307712221,46.2020344757775,100,1
S0042,2015,4006812.63,3217344.18,4719220.8,238829.76,1884916.5,1159185.22,2410507.99,18881880.24,3843105.62,40361802.94,9.92723896887446,7.9712598190491,11.6922943383262,0.591722228947585,4.67005030177178,2.87198572799929,5.97225052999577,9.52164011531642,46.7815579697194,100,1
S0043,2015,2791583.6,2218720.2,2890792.8,231556.75,1021871.91,690136.36,2014870.32,12162194.78,3136766.86,27158493.58,10.2788602459739,8.16952602125879,10.6441573848147,0.852612643326147,3.76262367789252,2.54114374189086,7.41893254890907,11.5498558517619,44.7822878841721,100,2
S0044,2015,3562553.91,2715622.41,4481645.11,201122.97,1456372.17,1316636.75,2290881.67,15772314.51,3735116.20000001,35532265.7,10.0262503384353,7.64269420061215,12.6128886568582,0.566029117585936,4.09873150869746,3.70546804168471,6.44732787191783,10.511899892722,44.3887103714864,100,1
S0045,2015,4354423.4,3546379.18,3883710.16,394119.27,1637901.97,952974.540000001,4267237.08,18821234.56,4446110.8,42304090.96,10.2931496722557,8.38306437869857,9.18046002612888,0.931633941437611,3.87173422908128,2.25267703045805,10.0870553725757,10.5098837939904,44.4903415553738,100,3
S0046,2015,4373298.18,3320714.19,4574109.64,443995.32,1607814.64,1209799.41,3893486.6,17883061.14,5002506.61,42308785.73,10.3366194622291,7.84875796528798,10.8112524646545,1.04941636196658,3.80019093495265,2.85945197699721,9.20254867357074,11.8238009521811,42.2679612081602,100,2
S0047,2015,4359082.65,3644785.09,4807596.71,380905.05,1727800.92,936433.169999999,4516050.58,20130418.28,4593568.85,45096641.3,9.66609158540594,8.08216528976849,10.6606535906256,0.844641727232135,3.83132949637205,2.07650313417021,10.0141616976695,10.1860553637284,44.6383981150277,100,3
S0048,2015,3431379.41,2843183.47,3562316.55,331411.22,1338514.34,924731.52,3560088.01,15351829.53,3440749.53,34784203.58,9.86476347549023,8.17377768463486,10.2411904927104,0.952763570503459,3.84805228304727,2.65848122085997,10.2347837339791,9.89170133531054,44.1344862034642,100,3
S0049,2015,2424017.45,2025935.33,2122030.11,231099.48,940397.14,698494.12,1523808.91,10022010.28,2510813.07,22498605.89,10.7740784555785,9.00471495836313,9.43182933367077,1.02717244406116,4.17980182682332,3.10461067416831,6.77290369656766,11.159860669927,44.5450279408401,100,2
S0050,2015,4604837.64,3654389.92,4286193.57,654293.36,1635272.62,921487.02,2895084.11,18904924.18,6382729.42,43939211.84,10.4800187512876,8.31692187221536,9.75482579343417,1.489087611272,3.7216703521098,2.09718604729529,6.58883941874548,14.5262719851281,43.0251781685122,100,2
S0051,2015,3404191.04,2738386.27,2877653.86,271433.73,1250997.7,1026703.85,2015389.09,14858870.69,3917645.91,32361272.14,10.5193362772419,8.4619240496891,8.89227669280371,0.838761000574188,3.86572472981898,3.17263130311539,6.2277807908203,12.1059700405214,45.915595115415,100,2
S0052,2015,4440704.91,3420423.44,5136574.65,734241.050000001,1987478.38,1153010.85,3571911.99,19906352.86,6637175.18,46987873.31,9.45074675055558,7.27937486643403,10.9317027738449,1.5626181784306,4.22976874668857,2.45384770320008,7.60177411400277,14.1252938523342,42.3648730145093,100,2
S0053,2015,3130532.88,2313704.13,3715695.89,201233.77,1447634.62,860645.189999999,1901166.71,14581530.55,2745412.25,30897555.99,10.1319757491926,7.48830791260264,12.0258569681129,0.651293487630962,4.68527226059086,2.78547982979154,6.15312975115349,8.88553208185318,47.1931519590718,100,1
S0054,2015,3989612.16,3149861.69,4164490.16,309659.41,1673337.82,1146805.78,2423532.2,17026101.04,4386911.15,38270311.41,10.4248228274346,8.23056195246151,10.8817775622067,0.809137419036225,4.37241756951776,2.99659380273645,6.33266913884252,11.4629617277002,44.489058000064,100,2
S0055,2015,3736021.51,3173059.07,3847038.75,225703.13,1465620.42,639279.85,2427596.17,19088095.08,4400262.02,39002676,9.57888507444976,8.13549067761401,9.86352513350622,0.578686267578152,3.75774323792552,1.63906663737637,6.22417848970157,11.2819490129344,48.940475468914,100,3
S0056,2015,2549257.22,1884567.75,1907090.37,176842.67,592394.16,490284.11,1248561.77,10391159.07,2572158.37,21812315.49,11.6872379787864,8.63992523335725,8.74318167126419,0.810746892419902,2.71587012516661,2.24773986156937,5.72411384097397,11.7922298124618,47.6389545840005,100,2
S0057,2015,3251575.4,2519485.1,4931545.65,196213.47,1656800.49,592246.87,2057046.97,14653637.31,3587804.57,33446355.83,9.72176286267776,7.53291363880105,14.7446426602225,0.586651266276383,4.95360540449049,1.77073661779553,6.15028728527403,10.7270417986222,43.8123584658401,100,1
S0058,2015,2897466.58,2305301.28,2962731.37,240267.69,1378425.27,860880.03,1909961,13413628.73,2897813.17,28866475.12,10.0374796990454,7.9860851399996,10.2635716958296,0.832341631602716,4.7751769631373,2.98228317250811,6.61653697606014,10.0386803652111,46.467844356606,100,1
S0059,2015,2807123.52,2101484.93,3404045.88,214102.63,1259971.75,829482.95,2417121.15,12462807.04,3490732.83,28986872.68,9.68411994970683,7.24978148970846,11.7434050840147,0.738619279021858,4.3466977756084,2.86158137566981,8.33867515369374,12.0424609737514,42.9946589188248,100,3
S0060,2015,3555148.75,2872841.23,3998911.1,366568.84,1452109.14,902494.46,2533936.38,15688606.94,3516216.8,34886833.64,10.1905171064989,8.23474339816871,11.4625223408495,1.05073691634688,4.16234145805386,2.58691995184462,7.26330284412708,10.0789221408974,44.9699938432131,100,2
S0061,2015,4461770.11,3095090.85,4923658.91,244877.13,2074325.81,1243333.02,2297763.31,19352651.46,4329100.12,42022570.72,10.6175563121284,7.36530582724903,11.7167008720308,0.58272762899642,4.93621826189885,2.9587267001927,5.46792657048565,10.30184504619,46.0529927808281,100,1
S0062,2015,2577226.39,2079239.8,2442931.82,151167.25,1062596.06,559885.62,2060781.69,12248028.87,2882942.49,26064799.99,9.8877658412448,7.97719453361514,9.37253238443131,0.579967043898271,4.07674741570116,2.14805262351833,7.90637829866578,11.0606737481433,46.9906881107819,100,3
S0063,2015,2373881.9,1771709.83,2202671,193831.14,623938.46,607220.75,1518719.92,8729367.81,2822801.12,20844141.93,11.3887245057729,8.49979738168094,10.5673383313026,0.929907024481675,2.99335161934392,2.91314822188029,7.2860755079305,13.5424193976403,41.8792380099669,100,2
S0064,2015,2452825.8,1630303.74,2620448.72,218816.85,906447.01,1001406.81,1242288.12,9975297.43000001,2806409.24,22854243.72,10.7324741525072,7.13348365394959,11.4659174554388,0.957445158460925,3.96620873175846,4.38171055786745,5.43569997423656,12.2795979354332,43.6474623803478,100,2
S0065,2015,3709653.21,2541375.39,3903469.76,401274.129999999,1339607.66,1073955.02,2907880.44,14548365.67,4244599.91,34670181.19,10.6998379664367,7.33014741420796,11.2588674936775,1.15740419065286,3.86386114528408,3.0976331335406,8.38726634875138,12.2427970212751,41.9621852861738,100,2
S0066,2015,3513480.75,2929476.99,3732184.45,304719.87,1410438.96,890801.23,3572979.13,15930729.89,3021856.3,35306667.57,9.9513236219025,8.29723446482718,10.5707638439693,0.863066074972536,3.99482323615964,2.52303967298492,10.1198424431196,8.55888280594248,45.1210238361219,100,3
S0067,2015,2850178.02,2323242.19,3517290.99,171868.63,1247766.13,703530.22,1748363.96,13208481.87,2926805.74,28697527.75,9.93178940300877,8.09561788819944,12.2564250852584,0.598896990351372,4.34799171855492,2.45153598640566,6.09238529266689,10.1988079443533,46.0265496912012,100,1
S0068,2015,3885400.46,2943162.25,3997440.94,364386.38,1782749.49,1400891.14,2559074.52,17116047.01,4775191.33,38824343.52,10.0076398149488,7.58071349869408,10.2962228786708,0.938551297879099,4.59183421628658,3.60828030299687,6.59141736339139,12.2994773306086,44.0858632965238,100,2
S0069,2015,2610543.88,1909920.49,2763957.68,194733.89,1023277.68,914185.360000001,1741950.8,10171488.28,3279238.46,24609296.52,10.6079581668595,7.76097150297574,11.2313559136228,0.791302139993069,4.15809399170911,3.71479680151378,7.07842582409584,13.3252019509577,41.3318937082725,100,2
S0070,2015,3449561.43,2718768.77,3563208.16,276776.12,1336535.56,825115.8,3634274.01,15551585.46,4013986.34,35369811.65,9.75284082407602,7.68669281279591,10.0741507906786,0.78252076301345,3.77874661371005,2.33282497561731,10.2750731215726,11.3486223215441,43.968527776992,100,3
S0071,2015,3038819.76,2126413.89,4160577.09,184240.31,1330196.58,665396.47,2552738,13753914.08,3135443.78000001,30947739.96,9.81919766654263,6.87098280116219,13.4438802167058,0.595327187827386,4.29820265298623,2.15006482172858,8.24854416929773,10.1314143910107,44.4423860927388,100,3
S0072,2015,3531512.75,2411981.19,4778935.6,287682.8,1676771.13,692740.56,3797553.88,16735266.3,4147374.1,38059818.31,9.27884815748612,6.33734289100971,12.5563804878815,0.755870134893453,4.40562042714596,1.82013627694588,9.97785603984929,10.8969886987356,43.9709568860525,100,3
S0073,2015,3508188.95,2793488.95,3782537.58,311041.81,1525076.3,1293299.18,2556073.85,15644379.69,4465628.93,35879715.24,9.77763877593137,7.78570546425552,10.5422731331577,0.866901556825176,4.25052509418968,3.60454137205131,7.12400818373942,12.4461102885832,43.6022961312666,100,2
S0074,2015,2112420.38,1619474.25,2705702.35,104311.03,766377.12,680005.26,1251862.39,9359491.14999999,1908571.21,20508215.14,10.3003619065798,7.89670987428505,13.1932610006743,0.508630464854778,3.73692744477421,3.31577007242182,6.10419961685657,9.30637404070066,45.6377655788528,100,1
S0075,2015,3046198.57,2352610.73,4961131.18,142057.19,1606817.41,499520.37,1549614.52,13433609.13,3567736.58,31159295.68,9.77621125099834,7.55026928131131,15.9218335066038,0.455906293450597,5.15678347322644,1.60311829615784,4.973201371155,11.4499910929951,43.1126854341016,100,1
S0076,2015,2240409.57,1852723.94,2481944.99,264552.57,941792.04,590258.53,1712977.48,9919151.26,2605311.13,22609121.51,9.90931721521806,8.19458615046383,10.9776268348252,1.17011432701173,4.16554017626667,2.61070970731405,7.5764884506563,11.5232744839187,43.8723426543255,100,2
S0077,2015,2777040.86,2205284.96,2861789.75,292412.08,1026552.9,1057670.22,1721778.73,11830087.05,3178498.13,26951114.68,10.3039925916712,8.18253710907366,10.6184467098264,1.08497211886006,3.80894412787234,3.92440250638271,6.38852511461318,11.793568346762,43.8946113749385,100,2
S0078,2015,2202417.72,1620640.59,2058790.78,132383.08,667635.85,463992.82,974476.95,7941652.94,2343553.96,18405544.69,11.9660556484189,8.80517592549443,11.1857096036857,0.719256518781134,3.62736263036397,2.52094044384405,5.29447493357503,12.7328693579674,43.1481549378694,100,2
S0079,2015,2278637.38,1824305.04,2869326.94,183894.22,958828.26,539816.49,1716709.36,11014708.74,2349084.45,23735310.88,9.60020027342486,7.68603811099524,12.0888534155151,0.7747706399538,4.03967011364462,2.27431817821634,7.23272329854565,9.89700308488228,46.4064228848221,100,3
S0080,2015,1340208.61,1037446.86,1278210.26,97321.71,457539.13,305939.47,1044103.93,6015457.74,1042516.44,12618744.15,10.6207764740202,8.22147471783078,10.1294569792827,0.771247192613855,3.62586898158166,2.42448429386691,8.27423012614136,8.26164971416748,47.6708115204951,100,3
S0081,2015,1500900.17,1273072.82,1815579.88,124602.84,572727.66,631365.19,845442.23,6223032.38,1715208.66,14701931.83,10.2088636197955,8.65922135077673,12.3492606345461,0.847526987887006,3.8955945832324,4.2944369304697,5.7505519667479,11.666552938982,42.3279909875626,100,2
S0082,2015,3519202.13,2629629.54,3968025.49,184041.21,1685799.63,1229853.62,2064418.11,16101048.58,3544714.74,34926733.05,10.0759556439534,7.52898799963772,11.3609981337777,0.526935083612121,4.82667424859537,3.5212386404402,5.91071059249843,10.1490017257712,46.0994979317139,100,1
S0083,2015,2068732.16,1592307.43,2080217.16,134863.43,605897.73,478990.25,1299214.29,8510839.61,2231752.09,19002814.15,10.8864515732792,8.37932433286467,10.9468899899755,0.709702410050671,3.18846316770403,2.52062797761983,6.83695730403174,11.7443241426428,44.7872591018315,100,2
S0084,2015,2292092.92,2034849.42,2283307.78,137454.97,865370.47,476737.31,1369446.7,9921287.97999999,2173133.49,21553681.04,10.6343455475019,9.44084407774089,10.5935861988612,0.637733154466314,4.01495442191066,2.21186028092025,6.35365577442915,10.0824239069282,46.0305966372415,100,2
S0085,2015,2426042.21,1621992.03,2483554.6,229219.47,674595.12,796420,1477864.8,9143517.2,2699498.21,21552703.64,11.2563242668891,7.52570098439862,11.5231696286619,1.06353000453543,3.12997910270528,3.69522085629161,6.8569810297823,12.5251024423217,42.423991684414,100,2
